Row number,Year,Stlkey,Station,Setno,IPHC Species Code,Scientific Name,Species Name,SampleType,HooksFished,HooksRetrieved,HooksObserved,Number Observed
270,2021,20210118,2019,12,143,Raja rhina,Longnose Skate,20Hook,396.0,396.0,80.0,1.0
271,2021,20210118,2019,12,303,,Hook with Skin,20Hook,396.0,396.0,80.0,7.0
272,2021,20210118,2019,12,304,,Empty Hook,20Hook,396.0,396.0,80.0,64.0
273,2021,20210118,2019,12,305,,Hook with Bait,20Hook,396.0,396.0,80.0,4.0
274,2021,20210119,2221,13,21,Ophiodon elongatus,Lingcod,20Hook,388.0,388.0,80.0,1.0
275,2021,20210119,2221,13,53,Anarrhichthys ocellatus,Wolf-Eel,20Hook,388.0,388.0,80.0,1.0
276,2021,20210119,2221,13,54,Squalus suckleyi,Spiny Dogfish,20Hook,388.0,388.0,80.0,5.0
277,2021,20210119,2221,13,124,Sebastes caurinus,Copper Rockfish,20Hook,388.0,388.0,80.0,1.0
278,2021,20210119,2221,13,304,,Empty Hook,20Hook,388.0,388.0,80.0,30.0
279,2021,20210119,2221,13,305,,Hook with Bait,20Hook,388.0,388.0,80.0,37.0
280,2021,20210120,2023,14,21,Ophiodon elongatus,Lingcod,20Hook,400.0,400.0,80.0,2.0
281,2021,20210120,2023,14,54,Squalus suckleyi,Spiny Dogfish,20Hook,400.0,400.0,80.0,1.0
282,2021,20210120,2023,14,216,Solaster sp,Solaster sp (starfish),20Hook,400.0,400.0,80.0,1.0
283,2021,20210120,2023,14,303,,Hook with Skin,20Hook,400.0,400.0,80.0,17.0
284,2021,20210120,2023,14,304,,Empty Hook,20Hook,400.0,400.0,80.0,54.0
285,2021,20210120,2023,14,305,,Hook with Bait,20Hook,400.0,400.0,80.0,3.0
286,2021,20210121,2027,15,21,Ophiodon elongatus,Lingcod,20Hook,400.0,400.0,80.0,2.0
287,2021,20210121,2027,15,54,Squalus suckleyi,Spiny Dogfish,20Hook,400.0,400.0,80.0,1.0
288,2021,20210121,2027,15,141,Raja binoculata,Big Skate,20Hook,400.0,400.0,80.0,3.0
289,2021,20210121,2027,15,303,,Hook with Skin,20Hook,400.0,400.0,80.0,8.0
290,2021,20210121,2027,15,304,,Empty Hook,20Hook,400.0,400.0,80.0,49.0
291,2021,20210121,2027,15,305,,Hook with Bait,20Hook,400.0,400.0,80.0,15.0
292,2021,20210122,2232,16,303,,Hook with Skin,20Hook,400.0,400.0,80.0,49.0
293,2021,20210122,2232,16,304,,Empty Hook,20Hook,400.0,400.0,80.0,16.0
294,2021,20210122,2232,16,305,,Hook with Bait,20Hook,400.0,400.0,80.0,15.0
295,2021,20210123,2020,17,26,Gadus macrocephalus,Pacific Cod,20Hook,396.0,396.0,80.0,1.0
296,2021,20210123,2020,17,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,396.0,396.0,80.0,1.0
297,2021,20210123,2020,17,54,Squalus suckleyi,Spiny Dogfish,20Hook,396.0,396.0,80.0,12.0
298,2021,20210123,2020,17,129,Galeorhinus zyopterus,Soupfin Shark,20Hook,396.0,396.0,80.0,1.0
299,2021,20210123,2020,17,304,,Empty Hook,20Hook,396.0,396.0,80.0,60.0
300,2021,20210123,2020,17,305,,Hook with Bait,20Hook,396.0,396.0,80.0,2.0
301,2021,20210124,2018,18,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,392.0,392.0,80.0,2.0
302,2021,20210124,2018,18,54,Squalus suckleyi,Spiny Dogfish,20Hook,392.0,392.0,80.0,3.0
303,2021,20210124,2018,18,143,Raja rhina,Longnose Skate,20Hook,392.0,392.0,80.0,2.0
304,2021,20210124,2018,18,303,,Hook with Skin,20Hook,392.0,392.0,80.0,1.0
305,2021,20210124,2018,18,304,,Empty Hook,20Hook,392.0,392.0,80.0,71.0
306,2021,20210125,2214,19,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,400.0,400.0,80.0,11.0
307,2021,20210125,2214,19,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,400.0,400.0,80.0,5.0
308,2021,20210125,2214,19,119,Sebastes borealis,Shortraker Rockfish,20Hook,400.0,400.0,80.0,1.0
309,2021,20210125,2214,19,303,,Hook with Skin,20Hook,400.0,400.0,80.0,1.0
310,2021,20210125,2214,19,304,,Empty Hook,20Hook,400.0,400.0,80.0,62.0
311,2021,20210126,2218,20,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,400.0,400.0,80.0,4.0
312,2021,20210126,2218,20,93,,Sea Anemone,20Hook,400.0,400.0,80.0,1.0
313,2021,20210126,2218,20,304,,Empty Hook,20Hook,400.0,400.0,80.0,73.0
314,2021,20210126,2218,20,307,,Bent/Broken/Missing,20Hook,400.0,400.0,80.0,2.0
315,2021,20210127,2026,21,21,Ophiodon elongatus,Lingcod,20Hook,396.0,396.0,80.0,1.0
316,2021,20210127,2026,21,54,Squalus suckleyi,Spiny Dogfish,20Hook,396.0,396.0,80.0,18.0
317,2021,20210127,2026,21,129,Galeorhinus zyopterus,Soupfin Shark,20Hook,396.0,396.0,80.0,1.0
318,2021,20210127,2026,21,304,,Empty Hook,20Hook,396.0,396.0,80.0,57.0
319,2021,20210127,2026,21,307,,Bent/Broken/Missing,20Hook,396.0,396.0,80.0,1.0
320,2021,20210128,2029,22,54,Squalus suckleyi,Spiny Dogfish,20Hook,392.0,392.0,80.0,15.0
321,2021,20210128,2029,22,303,,Hook with Skin,20Hook,392.0,392.0,80.0,4.0
322,2021,20210128,2029,22,304,,Empty Hook,20Hook,392.0,392.0,80.0,58.0
323,2021,20210129,2233,23,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,396.0,396.0,80.0,3.0
324,2021,20210129,2233,23,150,Sebastolobus alascanus,Shortspine Thornyhead,20Hook,396.0,396.0,80.0,2.0
325,2021,20210129,2233,23,303,,Hook with Skin,20Hook,396.0,396.0,80.0,2.0
326,2021,20210129,2233,23,304,,Empty Hook,20Hook,396.0,396.0,80.0,71.0
327,2021,20210129,2233,23,307,,Bent/Broken/Missing,20Hook,396.0,396.0,80.0,2.0
328,2021,20210130,2033,24,54,Squalus suckleyi,Spiny Dogfish,20Hook,396.0,396.0,80.0,21.0
329,2021,20210130,2033,24,304,,Empty Hook,20Hook,396.0,396.0,80.0,54.0
330,2021,20210131,2037,25,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,388.0,388.0,80.0,4.0
331,2021,20210131,2037,25,54,Squalus suckleyi,Spiny Dogfish,20Hook,388.0,388.0,80.0,13.0
332,2021,20210131,2037,25,90,Sebastes babcocki,Redbanded Rockfish,20Hook,388.0,388.0,80.0,2.0
333,2021,20210131,2037,25,304,,Empty Hook,20Hook,388.0,388.0,80.0,59.0
334,2021,20210131,2037,25,307,,Bent/Broken/Missing,20Hook,388.0,388.0,80.0,1.0
335,2021,20210132,2247,26,54,Squalus suckleyi,Spiny Dogfish,20Hook,400.0,400.0,80.0,11.0
336,2021,20210132,2247,26,143,Raja rhina,Longnose Skate,20Hook,400.0,400.0,80.0,1.0
337,2021,20210132,2247,26,303,,Hook with Skin,20Hook,400.0,400.0,80.0,17.0
338,2021,20210132,2247,26,304,,Empty Hook,20Hook,400.0,400.0,80.0,45.0
339,2021,20210132,2247,26,305,,Hook with Bait,20Hook,400.0,400.0,80.0,6.0
340,2021,20210173,2040,27,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,404.0,404.0,80.0,1.0
341,2021,20210173,2040,27,93,,Sea Anemone,20Hook,404.0,404.0,80.0,1.0
342,2021,20210173,2040,27,303,,Hook with Skin,20Hook,404.0,404.0,80.0,8.0
343,2021,20210173,2040,27,304,,Empty Hook,20Hook,404.0,404.0,80.0,40.0
344,2021,20210173,2040,27,305,,Hook with Bait,20Hook,404.0,404.0,80.0,22.0
345,2021,20210174,2042,28,303,,Hook with Skin,20Hook,396.0,396.0,80.0,1.0
346,2021,20210174,2042,28,304,,Empty Hook,20Hook,396.0,396.0,80.0,68.0
347,2021,20210174,2042,28,305,,Hook with Bait,20Hook,396.0,396.0,80.0,11.0
348,2021,20210175,2041,29,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,392.0,392.0,80.0,1.0
349,2021,20210175,2041,29,141,Raja binoculata,Big Skate,20Hook,392.0,392.0,80.0,1.0
350,2021,20210175,2041,29,303,,Hook with Skin,20Hook,392.0,392.0,80.0,2.0
351,2021,20210175,2041,29,304,,Empty Hook,20Hook,392.0,392.0,80.0,76.0
352,2021,20210176,2100,30,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,1.0
353,2021,20210176,2100,30,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,3.0
354,2021,20210176,2100,30,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,3.0
355,2021,20210176,2100,30,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
356,2021,20210176,2100,30,304,,Empty Hook,20Hook,792.0,792.0,160.0,70.0
357,2021,20210176,2100,30,305,,Hook with Bait,20Hook,792.0,792.0,160.0,58.0
358,2021,20210177,2101,31,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,784.0,784.0,160.0,1.0
359,2021,20210177,2101,31,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,4.0
360,2021,20210177,2101,31,93,,Sea Anemone,20Hook,784.0,784.0,160.0,1.0
361,2021,20210177,2101,31,143,Raja rhina,Longnose Skate,20Hook,784.0,784.0,160.0,1.0
362,2021,20210177,2101,31,303,,Hook with Skin,20Hook,784.0,784.0,160.0,56.0
363,2021,20210177,2101,31,304,,Empty Hook,20Hook,784.0,784.0,160.0,84.0
364,2021,20210177,2101,31,305,,Hook with Bait,20Hook,784.0,784.0,160.0,10.0
365,2021,20210178,2276,32,14,Eopsetta jordani,Petrale Sole,20Hook,800.0,800.0,160.0,2.0
366,2021,20210178,2276,32,21,Ophiodon elongatus,Lingcod,20Hook,800.0,800.0,160.0,1.0
367,2021,20210178,2276,32,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,1.0
368,2021,20210178,2276,32,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,800.0,800.0,160.0,4.0
369,2021,20210178,2276,32,209,Stylasterias Forreri,Fish-eating Star,20Hook,800.0,800.0,160.0,1.0
370,2021,20210178,2276,32,303,,Hook with Skin,20Hook,800.0,800.0,160.0,2.0
371,2021,20210178,2276,32,304,,Empty Hook,20Hook,800.0,800.0,160.0,108.0
372,2021,20210178,2276,32,305,,Hook with Bait,20Hook,800.0,800.0,160.0,13.0
373,2021,20210178,2276,32,307,,Bent/Broken/Missing,20Hook,800.0,800.0,160.0,2.0
374,2021,20210179,2278,33,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,1.0
375,2021,20210179,2278,33,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,7.0
376,2021,20210179,2278,33,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,1.0
377,2021,20210179,2278,33,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,1.0
378,2021,20210179,2278,33,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,6.0
379,2021,20210179,2278,33,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,12.0
380,2021,20210179,2278,33,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,1.0
381,2021,20210179,2278,33,303,,Hook with Skin,20Hook,792.0,792.0,160.0,21.0
382,2021,20210179,2278,33,304,,Empty Hook,20Hook,792.0,792.0,160.0,82.0
383,2021,20210179,2278,33,305,,Hook with Bait,20Hook,792.0,792.0,160.0,22.0
384,2021,20210179,2278,33,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
385,2021,20210180,2280,34,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,9.0
386,2021,20210180,2280,34,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,3.0
387,2021,20210180,2280,34,303,,Hook with Skin,20Hook,792.0,792.0,160.0,10.0
388,2021,20210180,2280,34,304,,Empty Hook,20Hook,792.0,792.0,160.0,118.0
389,2021,20210180,2280,34,305,,Hook with Bait,20Hook,792.0,792.0,160.0,2.0
390,2021,20210181,2115,35,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,160.0,2.0
391,2021,20210181,2115,35,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,1.0
392,2021,20210181,2115,35,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,2.0
393,2021,20210181,2115,35,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,3.0
394,2021,20210181,2115,35,209,Stylasterias Forreri,Fish-eating Star,20Hook,792.0,792.0,160.0,1.0
395,2021,20210181,2115,35,303,,Hook with Skin,20Hook,792.0,792.0,160.0,11.0
396,2021,20210181,2115,35,304,,Empty Hook,20Hook,792.0,792.0,160.0,99.0
397,2021,20210181,2115,35,305,,Hook with Bait,20Hook,792.0,792.0,160.0,8.0
398,2021,20210181,2115,35,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
399,2021,20210182,2116,36,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,768.0,768.0,160.0,1.0
400,2021,20210182,2116,36,14,Eopsetta jordani,Petrale Sole,20Hook,768.0,768.0,160.0,1.0
401,2021,20210182,2116,36,26,Gadus macrocephalus,Pacific Cod,20Hook,768.0,768.0,160.0,1.0
402,2021,20210182,2116,36,54,Squalus suckleyi,Spiny Dogfish,20Hook,768.0,768.0,160.0,17.0
403,2021,20210182,2116,36,143,Raja rhina,Longnose Skate,20Hook,768.0,768.0,160.0,2.0
404,2021,20210182,2116,36,303,,Hook with Skin,20Hook,768.0,768.0,160.0,4.0
405,2021,20210182,2116,36,304,,Empty Hook,20Hook,768.0,768.0,160.0,81.0
406,2021,20210182,2116,36,305,,Hook with Bait,20Hook,768.0,768.0,160.0,6.0
407,2021,20210183,2111,37,21,Ophiodon elongatus,Lingcod,20Hook,792.0,792.0,159.0,2.0
408,2021,20210183,2111,37,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,159.0,1.0
409,2021,20210183,2111,37,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,159.0,30.0
410,2021,20210183,2111,37,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,792.0,792.0,159.0,1.0
411,2021,20210183,2111,37,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,159.0,6.0
412,2021,20210183,2111,37,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,159.0,2.0
413,2021,20210183,2111,37,304,,Empty Hook,20Hook,792.0,792.0,159.0,106.0
414,2021,20210183,2111,37,305,,Hook with Bait,20Hook,792.0,792.0,159.0,7.0
415,2021,20210183,2111,37,307,,Bent/Broken/Missing,20Hook,792.0,792.0,159.0,1.0
416,2021,20210184,2110,38,26,Gadus macrocephalus,Pacific Cod,20Hook,800.0,800.0,160.0,2.0
417,2021,20210184,2110,38,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,14.0
418,2021,20210184,2110,38,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,800.0,800.0,160.0,5.0
419,2021,20210184,2110,38,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,1.0
420,2021,20210184,2110,38,303,,Hook with Skin,20Hook,800.0,800.0,160.0,6.0
421,2021,20210184,2110,38,304,,Empty Hook,20Hook,800.0,800.0,160.0,103.0
422,2021,20210184,2110,38,305,,Hook with Bait,20Hook,800.0,800.0,160.0,5.0
423,2021,20210185,2108,39,14,Eopsetta jordani,Petrale Sole,20Hook,800.0,800.0,160.0,2.0
424,2021,20210185,2108,39,21,Ophiodon elongatus,Lingcod,20Hook,800.0,800.0,160.0,1.0
425,2021,20210185,2108,39,26,Gadus macrocephalus,Pacific Cod,20Hook,800.0,800.0,160.0,7.0
426,2021,20210185,2108,39,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,800.0,800.0,160.0,1.0
427,2021,20210185,2108,39,127,Sebastes paucispinis,Bocaccio,20Hook,800.0,800.0,160.0,1.0
428,2021,20210185,2108,39,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,2.0
429,2021,20210185,2108,39,303,,Hook with Skin,20Hook,800.0,800.0,160.0,1.0
430,2021,20210185,2108,39,304,,Empty Hook,20Hook,800.0,800.0,160.0,102.0
431,2021,20210186,2102,40,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,800.0,800.0,160.0,1.0
432,2021,20210186,2102,40,26,Gadus macrocephalus,Pacific Cod,20Hook,800.0,800.0,160.0,4.0
433,2021,20210186,2102,40,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,8.0
434,2021,20210186,2102,40,57,Sebastes pinniger,Canary Rockfish,20Hook,800.0,800.0,160.0,1.0
435,2021,20210186,2102,40,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,2.0
436,2021,20210186,2102,40,303,,Hook with Skin,20Hook,800.0,800.0,160.0,9.0
437,2021,20210186,2102,40,304,,Empty Hook,20Hook,800.0,800.0,160.0,88.0
438,2021,20210186,2102,40,305,,Hook with Bait,20Hook,800.0,800.0,160.0,13.0
439,2021,20210187,2109,41,14,Eopsetta jordani,Petrale Sole,20Hook,792.0,792.0,160.0,1.0
440,2021,20210187,2109,41,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,4.0
441,2021,20210187,2109,41,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,792.0,792.0,160.0,1.0
442,2021,20210187,2109,41,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,1.0
443,2021,20210187,2109,41,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,3.0
444,2021,20210187,2109,41,303,,Hook with Skin,20Hook,792.0,792.0,160.0,6.0
445,2021,20210187,2109,41,304,,Empty Hook,20Hook,792.0,792.0,160.0,80.0
446,2021,20210187,2109,41,305,,Hook with Bait,20Hook,792.0,792.0,160.0,30.0
447,2021,20210187,2109,41,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
448,2021,20210188,2095,42,14,Eopsetta jordani,Petrale Sole,20Hook,800.0,800.0,160.0,1.0
449,2021,20210188,2095,42,26,Gadus macrocephalus,Pacific Cod,20Hook,800.0,800.0,160.0,1.0
450,2021,20210188,2095,42,54,Squalus suckleyi,Spiny Dogfish,20Hook,800.0,800.0,160.0,27.0
451,2021,20210188,2095,42,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,800.0,800.0,160.0,13.0
452,2021,20210188,2095,42,127,Sebastes paucispinis,Bocaccio,20Hook,800.0,800.0,160.0,2.0
453,2021,20210188,2095,42,143,Raja rhina,Longnose Skate,20Hook,800.0,800.0,160.0,1.0
454,2021,20210188,2095,42,303,,Hook with Skin,20Hook,800.0,800.0,160.0,2.0
455,2021,20210188,2095,42,304,,Empty Hook,20Hook,800.0,800.0,160.0,105.0
456,2021,20210189,2089,43,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,3.0
457,2021,20210189,2089,43,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,15.0
458,2021,20210189,2089,43,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,4.0
459,2021,20210189,2089,43,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
460,2021,20210189,2089,43,303,,Hook with Skin,20Hook,792.0,792.0,160.0,2.0
461,2021,20210189,2089,43,304,,Empty Hook,20Hook,792.0,792.0,160.0,132.0
462,2021,20210290,2315,31,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,3.0
463,2021,20210290,2315,31,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,28.0
464,2021,20210290,2315,31,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,2.0
465,2021,20210290,2315,31,303,,Hook with Skin,20Hook,792.0,792.0,160.0,21.0
466,2021,20210290,2315,31,304,,Empty Hook,20Hook,792.0,792.0,160.0,106.0
467,2021,20210291,2317,32,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,25.0
468,2021,20210291,2317,32,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,784.0,784.0,160.0,2.0
469,2021,20210291,2317,32,143,Raja rhina,Longnose Skate,20Hook,784.0,784.0,160.0,8.0
470,2021,20210291,2317,32,201,Primnoa pacifica,Red Tree Coral,20Hook,784.0,784.0,160.0,1.0
471,2021,20210291,2317,32,303,,Hook with Skin,20Hook,784.0,784.0,160.0,12.0
472,2021,20210291,2317,32,304,,Empty Hook,20Hook,784.0,784.0,160.0,104.0
473,2021,20210291,2317,32,305,,Hook with Bait,20Hook,784.0,784.0,160.0,4.0
474,2021,20210292,2141,33,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,1.0
475,2021,20210292,2141,33,29,Cottidae,unident. Sculpin,20Hook,792.0,792.0,160.0,1.0
476,2021,20210292,2141,33,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,1.0
477,2021,20210292,2141,33,87,Sebastes maliger,Quillback Rockfish,20Hook,792.0,792.0,160.0,10.0
478,2021,20210292,2141,33,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,3.0
479,2021,20210292,2141,33,303,,Hook with Skin,20Hook,792.0,792.0,160.0,9.0
480,2021,20210292,2141,33,304,,Empty Hook,20Hook,792.0,792.0,160.0,103.0
481,2021,20210292,2141,33,305,,Hook with Bait,20Hook,792.0,792.0,160.0,16.0
482,2021,20210293,2142,34,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,4.0
483,2021,20210293,2142,34,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,4.0
484,2021,20210293,2142,34,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,2.0
485,2021,20210293,2142,34,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,15.0
486,2021,20210293,2142,34,89,Sebastes ruberrimus,Yelloweye Rockfish,20Hook,792.0,792.0,160.0,1.0
487,2021,20210293,2142,34,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,1.0
488,2021,20210293,2142,34,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,1.0
489,2021,20210293,2142,34,143,Raja rhina,Longnose Skate,20Hook,792.0,792.0,160.0,1.0
490,2021,20210293,2142,34,216,Solaster sp,Solaster sp (starfish),20Hook,792.0,792.0,160.0,1.0
491,2021,20210293,2142,34,303,,Hook with Skin,20Hook,792.0,792.0,160.0,11.0
492,2021,20210293,2142,34,304,,Empty Hook,20Hook,792.0,792.0,160.0,73.0
493,2021,20210293,2142,34,305,,Hook with Bait,20Hook,792.0,792.0,160.0,18.0
494,2021,20210293,2142,34,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
495,2021,20210294,2309,35,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,16.0
496,2021,20210294,2309,35,92,Ptilosarcus gurneyi,Sea Pen,20Hook,792.0,792.0,160.0,2.0
497,2021,20210294,2309,35,93,,Sea Anemone,20Hook,792.0,792.0,160.0,1.0
498,2021,20210294,2309,35,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,2.0
499,2021,20210294,2309,35,303,,Hook with Skin,20Hook,792.0,792.0,160.0,26.0
500,2021,20210294,2309,35,304,,Empty Hook,20Hook,792.0,792.0,160.0,110.0
501,2021,20210295,2312,36,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,7.0
502,2021,20210295,2312,36,303,,Hook with Skin,20Hook,792.0,792.0,160.0,12.0
503,2021,20210295,2312,36,304,,Empty Hook,20Hook,792.0,792.0,160.0,140.0
504,2021,20210295,2312,36,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
505,2021,20210296,2314,37,54,Squalus suckleyi,Spiny Dogfish,20Hook,784.0,784.0,160.0,32.0
506,2021,20210296,2314,37,68,,unident. Crab,20Hook,784.0,784.0,160.0,1.0
507,2021,20210296,2314,37,93,,Sea Anemone,20Hook,784.0,784.0,160.0,2.0
508,2021,20210296,2314,37,129,Galeorhinus zyopterus,Soupfin Shark,20Hook,784.0,784.0,160.0,1.0
509,2021,20210296,2314,37,303,,Hook with Skin,20Hook,784.0,784.0,160.0,22.0
510,2021,20210296,2314,37,304,,Empty Hook,20Hook,784.0,784.0,160.0,101.0
511,2021,20210297,2153,38,2,Atheresthes stomias,Arrowtooth Flounder,20Hook,792.0,792.0,160.0,5.0
512,2021,20210297,2153,38,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,5.0
513,2021,20210297,2153,38,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,11.0
514,2021,20210297,2153,38,141,Raja binoculata,Big Skate,20Hook,792.0,792.0,160.0,5.0
515,2021,20210297,2153,38,303,,Hook with Skin,20Hook,792.0,792.0,160.0,12.0
516,2021,20210297,2153,38,304,,Empty Hook,20Hook,792.0,792.0,160.0,106.0
517,2021,20210297,2153,38,305,,Hook with Bait,20Hook,792.0,792.0,160.0,3.0
518,2021,20210298,2162,39,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,25.0
519,2021,20210298,2162,39,30,Sebastolobus spp,unident. thornyhead (Idiot),20Hook,792.0,792.0,160.0,2.0
520,2021,20210298,2162,39,31,Sebastes aleutianus,Rougheye Rockfish,20Hook,792.0,792.0,160.0,2.0
521,2021,20210298,2162,39,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,2.0
522,2021,20210298,2162,39,90,Sebastes babcocki,Redbanded Rockfish,20Hook,792.0,792.0,160.0,4.0
523,2021,20210298,2162,39,94,Scyphozoa,Jellyfish,20Hook,792.0,792.0,160.0,1.0
524,2021,20210298,2162,39,303,,Hook with Skin,20Hook,792.0,792.0,160.0,10.0
525,2021,20210298,2162,39,304,,Empty Hook,20Hook,792.0,792.0,160.0,108.0
526,2021,20210298,2162,39,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,2.0
527,2021,20210299,2161,40,26,Gadus macrocephalus,Pacific Cod,20Hook,792.0,792.0,160.0,1.0
528,2021,20210299,2161,40,27,Anoplopoma fimbria,Sablefish (Blackcod),20Hook,792.0,792.0,160.0,3.0
529,2021,20210299,2161,40,30,Sebastolobus spp,unident. thornyhead (Idiot),20Hook,792.0,792.0,160.0,1.0
530,2021,20210299,2161,40,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,160.0,8.0
531,2021,20210299,2161,40,60,Sebastes brevispinis,Silvergray Rockfish,20Hook,792.0,792.0,160.0,1.0
532,2021,20210299,2161,40,303,,Hook with Skin,20Hook,792.0,792.0,160.0,24.0
533,2021,20210299,2161,40,304,,Empty Hook,20Hook,792.0,792.0,160.0,103.0
534,2021,20210299,2161,40,305,,Hook with Bait,20Hook,792.0,792.0,160.0,3.0
535,2021,20210299,2161,40,307,,Bent/Broken/Missing,20Hook,792.0,792.0,160.0,1.0
536,2021,20210300,2343,41,48,Cancer magister,Dungeness Crab,20Hook,792.0,792.0,157.0,1.0
537,2021,20210300,2343,41,54,Squalus suckleyi,Spiny Dogfish,20Hook,792.0,792.0,157.0,3.0
